1973.4,1447
1973.42,1210
1973.44,1545
1973.46,1298
1973.48,1141
1973.5,1027
1973.52,1178
1973.54,1023
1973.56,1131
1973.58,940
1973.6,972
1973.62,906
1973.63,738
1973.65,474
1973.67,328
1973.69,265
1973.71,247
1973.73,173
1973.75,217
1973.77,247
1973.79,280
1973.81,338
1973.83,380
1973.85,450
1973.87,407
1973.88,501
1973.9,432
1973.92,390
1973.94,428
1973.96,461
1973.98,521
1974,335
1974.02,590
1974.04,646
1974.06,438
1974.08,445
1974.09,502
1974.11,538
1974.13,703
1974.15,758
1974.17,744
1974.19,735
1974.21,745
1974.23,785
1974.25,878
1974.26,1001
1974.28,896
1974.3,1052
1974.32,1134
1974.34,1047
1974.36,825
1974.38,1005
1974.4,1216
1974.42,1043
1974.43,1426
1974.45,1357
1974.47,1267
1974.49,1265
1974.51,1426
1974.53,1391
1974.55,1580
1974.57,1612
1974.58,1594
1974.6,1451
1974.62,1218
1974.64,922
1974.66,548
1974.68,507
1974.7,356
1974.72,351
1974.74,428
1974.75,542
1974.77,587
1974.79,823
1974.81,799
1974.83,911
1974.85,932
1974.87,847
1974.89,912
1974.91,809
1974.92,972
1974.94,1041
1974.96,993
1974.98,639
1975,1578
1975.02,1876
1975.04,1205
1975.06,1094
1975.08,1096
1975.1,1426
1975.12,1777
1975.13,1864
1975.15,1959
1975.17,1818
1975.19,1856
1975.21,1988
1975.23,1682
1975.25,1911
1975.27,2156
1975.29,1873
1975.31,1476
1975.33,1429
1975.35,1670
1975.37,1813
1975.38,1916
1975.4,1669
1975.42,2193
1975.44,1882
1975.46,1652
1975.48,1630
1975.5,1685
1975.52,1535
1975.54,1461
1975.56,1566
1975.58,1390
1975.6,1218
1975.62,950
1975.63,665
1975.65,341
1975.67,378
1975.69,297
1975.71,192
1975.73,181
1975.75,197
1975.77,271
1975.79,289
1975.81,308
1975.83,382
1975.85,389
1975.87,381
1975.88,334
1975.9,363
1975.92,359
1975.94,426
1975.96,366
1975.98,272
1976,386
1976.02,660
1976.04,483
1976.06,420
1976.08,473
1976.1,454
1976.12,597
1976.13,588
1976.15,630
1976.17,610
1976.19,553
1976.21,595
1976.23,491
1976.25,557
1976.27,600
1976.29,489
1976.31,596
1976.33,680
1976.35,530
1976.37,515
1976.38,546
1976.4,549
1976.42,527
1976.44,509
1976.46,589
1976.48,390
1976.5,385
1976.52,440
1976.54,433
1976.56,393
1976.58,357
1976.6,396
1976.62,449
1976.63,345
1976.65,271
1976.67,159
1976.69,169
1976.71,151
1976.73,157
1976.75,253
1976.77,322
1976.79,387
1976.81,371
1976.83,395
1976.85,392
1976.87,392
1976.88,407
1976.9,491
1976.92,611
1976.94,801
1976.96,697
1976.98,806
1977,631
1977.02,1175
1977.04,1008
